maker,model,size,format,doors,seats,Cylinders,Automatic,Assisted steering,ESP,0-100 kmph (sec),Max speed (km/h),Fuel eff (l/100km),Fuel type
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,6,S,,"8,6",216,"4,1",Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,6,S,,"8,6",216,"4,1",Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"8,6",216,"4,2",Diesel
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,6,S,,"6,5",246,"6,4",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,6,S,,"6,4",250,"6,4",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,6,S,,"6,4",250,"6,4",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,6,S,,"6,3",250,7,Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"5,1",250,"7,3",Super Plus
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,7,S,,"5,1",250,"7,9",Super Plus
Volkswagen,Golf,Compact car,Hatchback,3,5,L4,6,S,,"7,5",230,"4,2",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,-,S,,"11,9",179,"4,9",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,2",192,"4,9",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"9,9",195,"4,9",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L3,7,S,,"9,7",204,"4,5",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L3,-,S,,"11,9",180,"4,8",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L3,7,S,,"9,9",196,"4,8",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"9,3",203,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"9,1",204,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"9,1",204,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"8,4",212,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"8,2",216,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"8,2",216,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,7",192,"3,8",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,-,S,,"11,5",186,"4,5",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,5",195,4,Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,-,S,,"11,3",191,"4,8",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,5",195,"3,8",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,-,S,,"10,5",200,"3,2",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,2",198,"4,1",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"8,6",216,"4,1",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"8,6",210,"4,7",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"8,6",216,"4,2",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"8,6",211,"4,7",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"8,6",216,"4,1",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,-,S,,"8,6",211,"4,7",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,9",194,3.6 kg/100km ,Erdgas (kg)
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,9",194,"5,4",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,6",195,3.6 kg/100km ,Erdgas (kg)
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,7,S,,"10,6",195,"5,6",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"6,5",246,"6,4",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"6,4",250,"6,4",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"6,4",250,"6,4",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"6,3",250,7,Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"5,1",250,"7,3",Super Plus
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"5,1",250,"7,9",Super Plus
Volkswagen,Golf,Compact car,Hatchback,5,5,L4,6,S,,"7,5",230,"4,2",Diesel
Volkswagen,Golf,Compact car,Hatchback,5,5,PlugIn-Hybrid (Otto/Elektro)4,6,S,,"7,6",217,"1,5",Superkraftstoff
Volkswagen,Golf,Compact car,Hatchback,5,5,E,1,S,,"10,4",140,12.7 kWh/100km ,Strom (kWh)
Volkswagen,Golf,Compact car,Hatchback,5,5,E,1,S,,"9,6",150,12.7 kWh/100km ,Strom (kWh)
Volkswagen,Golf,Compact car,MPV,5,5,L4,,S,,"13,2",177,5,Superkraftstoff
Volkswagen,Golf,Compact car,MPV,5,5,L4,7,S,,"10,7",192,"5,2",Superkraftstoff
Volkswagen,Golf,Compact car,MPV,5,5,L3,7,S,,"10,4",198,"4,7",Superkraftstoff
Volkswagen,Golf,Compact car,MPV,5,5,L4,7,S,,"9,9",200,"5,5",Superkraftstoff
Volkswagen,Golf,Compact car,MPV,5,5,L4,7,S,,"8,8",212,"5,4",Superkraftstoff
Volkswagen,Golf,Compact car,MPV,5,5,L4,7,S,,"11,3",192,4,Diesel
Volkswagen,Golf,Compact car,MPV,5,5,L4,5,S,,"11,3",196,"3,6",Diesel
Volkswagen,Golf,Compact car,MPV,5,5,L4,6,S,,11,194,"4,2",Diesel
Volkswagen,Golf,Compact car,MPV,5,5,L4,6,S,,"9,2",212,"4,3",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,,S,,"12,6",180,5,Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"10,7",193,5,Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"10,4",196,"5,1",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L3,7,S,,"10,1",204,"4,5",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L3,7,S,,"10,4",197,"4,9",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"9,7",204,"5,3",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"9,5",205,"5,3",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"9,5",205,"5,3",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"8,9",213,"5,3",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"8,6",218,"5,3",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"8,6",218,"5,3",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"11,2",193,"3,9",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"11,9",189,"4,5",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,11,196,4,Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"11,7",192,"4,8",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"10,7",200,"4,1",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,11,196,"3,9",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,11,200,"3,3",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,6,S,,"8,9",218,"4,2",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"8,9",214,"4,8",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"8,9",218,"4,3",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"8,9",214,5,Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"11,5",195,3.6 kg/100km ,Erdgas (kg)
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"11,5",195,"5,4",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"10,9",196,3.6 kg/100km ,Erdgas (kg)
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"10,9",196,"5,6",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,6,S,,"5,1",250,"7,2",Super Plus
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"4,8",250,"7,2",Super Plus
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"7,9",231,"4,4",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,6,S,,"7,8",217,"6,5",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,6,S,,"7,8",217,"6,7",Superkraftstoff
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"12,1",187,5,Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"8,9",207,"4,8",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,-,S,,"8,9",214,"5,1",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,6,S,,"7,8",219,"4,9",Diesel
Volkswagen,Golf,Compact car,Estate,5,5,L4,7,S,,"7,8",219,"5,2",Diesel
